ID,Created,Name,Description,Playlist URL
3dd6ae1ed1dc422db30622ab26a2577a,2026-02-10T09:18:58Z,One Word Title,Songs with a single-word title,https://open.spotify.com/playlist/5dvVtlg9Xjv14XviiV7GTj
38bf0dbff1de440a91e7f71107484fa5,2026-02-10T09:18:58Z,Crank It Up!,Songs that you have to listen to loudly,https://open.spotify.com/playlist/5YwR3fwzb6eDW9HemNuy4V
f1fb477b31ff4d28a1ae5d5303403d7e,2026-02-10T09:18:58Z,Stranded,Songs you would take with you to a desert island.,https://open.spotify.com/playlist/2z8xpmqWlKcOOQKPVv04a1
be0b684afaaa4715ae37c3ee6c3f1b66,2026-02-10T09:18:58Z,I Knew Them First,"Songs with less than 100,000 spotify plays",https://open.spotify.com/playlist/0ruKPzIWM1iSpOMcjdq0j9
